Cancer_Type,Hugo_Symbol,Gene_Id_Entrez,Hotspot,Number_of_Mutated_Samples,Total_Number_of_Samples,Overall_Mutation_Frequency,Dataset_Name,Is_Oncogene,Is_Tumour_Suppressor_Gene,Is_WDR
BRCA,WDR73,84942,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,EDC4,23644,0,11,409,2.69,cBioPortal,--,--,true
ESCA,NSMAF,8439,0,3,182,1.65,cBioPortal,--,--,true
CESC,PPP2R2A,5520,0,3,281,1.07,cBioPortal,false,true,true
COADREAD,CSTF1,1477,0,7,528,1.33,cBioPortal,--,--,true
KIRP,DCAF6,55827,0,2,274,0.73,cBioPortal,--,--,true
GBM,GNB4,59345,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR46,9277,0,4,502,0.8,cBioPortal,--,--,true
KIRC,WDR52,0,0,5,356,1.4,cBioPortal,--,--,true
LGG,GNB5,10681,0,1,509,0.2,cBioPortal,--,--,true
LIHC,EML6,400954,0,3,358,0.84,cBioPortal,--,--,true
LUAD,APAF1,317,0,10,561,1.78,cBioPortal,--,--,true
LUSC,EIF2A,83939,0,2,469,0.43,cBioPortal,--,--,true
SKCM,TBL2,26608,0,14,440,3.18,cBioPortal,--,--,true
OV,MAPKBP1,23005,0,4,409,0.98,cBioPortal,--,--,true
PAAD,WDR89,112840,0,2,174,1.15,cBioPortal,--,--,true
PRAD,FBXW10,10517,0,2,491,0.41,cBioPortal,--,--,true
SARC,TBL3,10607,0,2,234,0.85,cBioPortal,--,--,true
UCEC,DMWD,1762,0,18,515,3.5,cBioPortal,--,--,true
STAD,CORO7,79585,0,10,435,2.3,cBioPortal,--,--,true
THCA,FBXW10,10517,0,1,484,0.21,cBioPortal,--,--,true
BRCA,DCAF8L1,139425,0,9,1009,0.89,cBioPortal,--,--,true
BRCA,DCAF7,10238,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,EIF3B,8662,0,7,409,1.71,cBioPortal,--,--,true
ESCA,PAN2,9924,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDSUB1,151525,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR46,9277,0,4,528,0.76,cBioPortal,--,--,true
KIRP,STRN,6801,0,1,274,0.36,cBioPortal,false,false,true
GBM,RRP9,9136,0,1,393,0.25,cBioPortal,--,--,true
HNSC,STRN3,29966,0,4,502,0.8,cBioPortal,--,--,true
KIRC,WDR78,0,0,3,356,0.84,cBioPortal,--,--,true
LGG,PALB2,79728,0,1,509,0.2,cBioPortal,false,true,true
LIHC,MLST8,64223,0,3,358,0.84,cBioPortal,--,--,true
LUAD,CDH1,999,0,6,561,1.07,cBioPortal,false,true,true
LUSC,DYNC1I2,1781,0,2,469,0.43,cBioPortal,--,--,true
SKCM,TLE1,7088,0,20,440,4.55,cBioPortal,false,false,true
OV,BUB3,9184,0,2,409,0.49,cBioPortal,--,--,true
PAAD,STRAP,11171,0,1,174,0.57,cBioPortal,--,--,true
PRAD,PRPF19,27339,0,2,491,0.41,cBioPortal,--,--,true
SARC,ARPC1B,10095,0,1,234,0.43,cBioPortal,--,--,true
UCEC,DCAF6,55827,0,36,515,6.99,cBioPortal,--,--,true
STAD,DCAF4L2,138009,0,14,435,3.22,cBioPortal,--,--,true
THCA,APAF1,317,0,3,484,0.62,cBioPortal,--,--,true
BRCA,EML6,400954,0,16,1009,1.59,cBioPortal,--,--,true
BRCA,WDR12,55759,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,DPH7,92715,0,3,409,0.73,cBioPortal,--,--,true
ESCA,NWD1,284434,0,2,182,1.1,cBioPortal,--,--,true
CESC,SPAG16,79582,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,COPB2,9276,0,13,528,2.46,cBioPortal,--,--,true
KIRP,COPB2,9276,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR48,57599,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR34,0,0,3,502,0.6,cBioPortal,--,--,true
KIRC,RBBP5,5929,0,2,356,0.56,cBioPortal,--,--,true
LGG,CORO2B,10391,0,1,509,0.2,cBioPortal,--,--,true
LIHC,GRWD1,83743,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WRAP73,49856,0,3,561,0.53,cBioPortal,--,--,true
LUSC,PALB2,79728,0,14,469,2.99,cBioPortal,false,true,true
SKCM,TECPR2,9895,0,32,440,7.27,cBioPortal,--,--,true
OV,RBBP4,5928,0,3,409,0.73,cBioPortal,--,--,true
PAAD,FBXW10,10517,0,2,174,1.15,cBioPortal,--,--,true
PRAD,KIF21A,55605,0,3,491,0.61,cBioPortal,--,--,true
SARC,EED,8726,0,1,234,0.43,cBioPortal,false,true,true
UCEC,WDR77,79084,0,10,515,1.94,cBioPortal,--,--,true
STAD,WDR16,0,0,13,435,2.99,cBioPortal,--,--,true
THCA,LRWD1,222229,0,1,484,0.21,cBioPortal,--,--,true
BRCA,NBEAL2,23218,0,9,1009,0.89,cBioPortal,--,--,true
BRCA,WDR55,54853,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,BUB3,9184,0,3,409,0.73,cBioPortal,--,--,true
ESCA,PAAF1,80227,0,2,182,1.1,cBioPortal,--,--,true
CESC,ELP2,55250,0,3,281,1.07,cBioPortal,false,false,true
COADREAD,WDR55,54853,0,10,528,1.89,cBioPortal,--,--,true
KIRP,FBXW12,285231,0,1,274,0.36,cBioPortal,--,--,true
GBM,NBEAL2,23218,0,3,393,0.76,cBioPortal,--,--,true
HNSC,DCAF12L2,340578,0,8,502,1.59,cBioPortal,--,--,true
KIRC,CDC20B,166979,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR93,56964,0,2,509,0.39,cBioPortal,--,--,true
LIHC,TBC1D31,93594,0,1,358,0.28,cBioPortal,--,--,true
LUAD,CORO1B,57175,0,4,561,0.71,cBioPortal,--,--,true
LUSC,DCAF4,26094,0,5,469,1.07,cBioPortal,--,--,true
SKCM,TEP1,7011,0,62,440,14.09,cBioPortal,--,--,true
OV,EIF2S1,1965,0,1,409,0.24,cBioPortal,--,--,true
PAAD,IFT122,55764,0,2,174,1.15,cBioPortal,--,--,true
PRAD,WDR76,79968,0,2,491,0.41,cBioPortal,--,--,true
SARC,BTRC,8945,0,1,234,0.43,cBioPortal,--,--,true
UCEC,SH2D2A,9047,0,13,515,2.52,cBioPortal,--,--,true
STAD,SHKBP1,92799,0,5,435,1.15,cBioPortal,--,--,true
THCA,WDR59,79726,0,1,484,0.21,cBioPortal,--,--,true
BRCA,KCTD3,51133,0,9,1009,0.89,cBioPortal,--,--,true
BRCA,MLST8,64223,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,DCAF4,26094,0,3,409,0.73,cBioPortal,--,--,true
ESCA,PAK1IP1,55003,0,1,182,0.55,cBioPortal,--,--,true
CESC,TLE6,79816,0,3,281,1.07,cBioPortal,--,--,true
COADREAD,AHI1,54806,0,12,528,2.27,cBioPortal,--,--,true
KIRP,CDC20,991,0,2,274,0.73,cBioPortal,--,--,true
GBM,VPRBP,0,0,2,393,0.51,cBioPortal,--,--,true
HNSC,PGR,5241,0,3,502,0.6,cBioPortal,true,false,false
KIRC,TECPR2,9895,0,1,356,0.28,cBioPortal,--,--,true
LGG,IFT140,9742,0,5,509,0.98,cBioPortal,--,--,true
LIHC,WDR31,114987,0,2,358,0.56,cBioPortal,--,--,true
LUAD,THOC6,79228,0,6,561,1.07,cBioPortal,--,--,true
LUSC,COPA,1314,0,16,469,3.41,cBioPortal,--,--,true
SKCM,THOC6,79228,0,7,440,1.59,cBioPortal,--,--,true
OV,NEDD1,121441,0,3,409,0.73,cBioPortal,--,--,true
PAAD,KIAA1432,0,0,2,174,1.15,cBioPortal,--,--,true
PRAD,WDR3,10885,0,1,491,0.2,cBioPortal,--,--,true
SARC,EGFR,1956,0,4,234,1.71,cBioPortal,true,false,false
UCEC,DCAF8,50717,0,27,515,5.24,cBioPortal,--,--,true
STAD,RWDD3,25950,0,5,435,1.15,cBioPortal,--,--,true
THCA,NBEAL2,23218,0,1,484,0.21,cBioPortal,--,--,true
BRCA,DMXL2,23312,0,22,1009,2.18,cBioPortal,--,--,true
BLCA,DCAF8,50717,0,5,409,1.22,cBioPortal,--,--,true
ESCA,PLRG1,5356,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR96,0,0,6,281,2.14,cBioPortal,--,--,true
CESC,CDRT1,374286,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,PAAF1,80227,0,5,528,0.95,cBioPortal,--,--,true
KIRP,GRWD1,83743,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR19,57728,0,4,393,1.02,cBioPortal,--,--,true
HNSC,DMXL1,1657,0,11,502,2.19,cBioPortal,--,--,true
KIRC,ZNF106,64397,0,2,356,0.56,cBioPortal,--,--,true
LGG,EDC4,23644,0,1,509,0.2,cBioPortal,--,--,true
LIHC,HPS5,11234,0,1,358,0.28,cBioPortal,--,--,true
LUAD,CARD16,114769,0,4,561,0.71,cBioPortal,--,--,true
LUSC,TLE4,7091,0,14,469,2.99,cBioPortal,false,false,true
SKCM,TLE6,79816,0,22,440,5,cBioPortal,--,--,true
OV,PPP2R2A,5520,0,4,409,0.98,cBioPortal,false,true,true
PAAD,WIPI1,55062,0,2,174,1.15,cBioPortal,--,--,true
PRAD,PGR,5241,0,3,491,0.61,cBioPortal,true,false,false
SARC,EML5,161436,0,4,234,1.71,cBioPortal,--,--,true
UCEC,TAF5L,27097,0,20,515,3.88,cBioPortal,--,--,true
STAD,DCAF11,80344,0,10,435,2.3,cBioPortal,--,--,true
THCA,NUP37,79023,0,1,484,0.21,cBioPortal,--,--,true
BRCA,BRCA2,675,0,29,1009,2.87,cBioPortal,false,true,false
BRCA,PPP2R2C,5522,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,PPP2R2A,5520,0,3,409,0.73,cBioPortal,false,true,true
ESCA,PGR,5241,0,5,182,2.75,cBioPortal,true,false,false
CESC,RFWD2,0,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,MIOS,54468,0,12,528,2.27,cBioPortal,--,--,true
KIRP,WDR44,54521,0,2,274,0.73,cBioPortal,--,--,true
GBM,WDR1,9948,0,3,393,0.76,cBioPortal,--,--,true
HNSC,NBEAL2,23218,0,8,502,1.59,cBioPortal,--,--,true
KIRC,WIPI1,55062,0,1,356,0.28,cBioPortal,--,--,true
LGG,THOC6,79228,0,1,509,0.2,cBioPortal,--,--,true
LIHC,FZR1,51343,0,5,358,1.4,cBioPortal,true,true,true
LUAD,EIF2A,83939,0,4,561,0.71,cBioPortal,--,--,true
LUSC,WDR52,0,0,23,469,4.9,cBioPortal,--,--,true
SKCM,TLE2,7089,0,18,440,4.09,cBioPortal,false,false,true
OV,DCAF8L2,347442,0,2,409,0.49,cBioPortal,--,--,true
PAAD,EML4,27436,0,3,174,1.72,cBioPortal,false,false,true
PRAD,WIPI1,55062,0,1,491,0.2,cBioPortal,--,--,true
SARC,UTP18,51096,0,1,234,0.43,cBioPortal,--,--,true
UCEC,RFWD2,0,0,26,515,5.05,cBioPortal,--,--,true
STAD,DDB1,1642,0,16,435,3.68,cBioPortal,--,--,true
THCA,RPTOR,57521,0,1,484,0.21,cBioPortal,true,false,true
BRCA,RPTOR,57521,0,14,1009,1.39,cBioPortal,true,false,true
BRCA,GRWD1,83743,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,DCAF8L2,347442,0,4,409,0.98,cBioPortal,--,--,true
ESCA,PHIP,55023,0,3,182,1.65,cBioPortal,--,--,true
CESC,KCTD3,51133,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR13,64743,0,14,528,2.65,cBioPortal,--,--,true
KIRP,SEC31A,22872,0,3,274,1.09,cBioPortal,false,false,true
GBM,WDR17,116966,0,4,393,1.02,cBioPortal,--,--,true
HNSC,WDR7,23335,0,8,502,1.59,cBioPortal,--,--,true
KIRC,SEC31A,22872,0,2,356,0.56,cBioPortal,false,false,true
LGG,CORO7,79585,0,1,509,0.2,cBioPortal,--,--,true
LIHC,ERCC8,1161,0,1,358,0.28,cBioPortal,--,--,true
LUAD,DMWD,1762,0,6,561,1.07,cBioPortal,--,--,true
LUSC,LRBA,987,0,24,469,5.12,cBioPortal,--,--,true
SKCM,TLE3,7090,0,10,440,2.27,cBioPortal,false,false,true
OV,WDR62,284403,0,5,409,1.22,cBioPortal,--,--,true
PAAD,WDR62,284403,0,2,174,1.15,cBioPortal,--,--,true
PRAD,C2orf44,0,0,3,491,0.61,cBioPortal,--,--,true
SARC,WDSUB1,151525,0,1,234,0.43,cBioPortal,--,--,true
UCEC,KCTD3,51133,0,31,515,6.02,cBioPortal,--,--,true
STAD,EIF2S1,1965,0,3,435,0.69,cBioPortal,--,--,true
THCA,DCAF8L1,139425,0,2,484,0.41,cBioPortal,--,--,true
BRCA,SEC31B,25956,0,8,1009,0.79,cBioPortal,--,--,true
BLCA,PAN2,9924,0,17,409,4.16,cBioPortal,--,--,true
ESCA,PLAA,9373,0,1,182,0.55,cBioPortal,--,--,true
CESC,TAF5,6877,0,4,281,1.42,cBioPortal,--,--,true
CESC,TBL3,10607,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,ERBB2,2064,0,20,528,3.79,cBioPortal,true,false,false
KIRP,RWDD3,25950,0,1,274,0.36,cBioPortal,--,--,true
GBM,RWDD4,201965,0,1,393,0.25,cBioPortal,--,--,true
HNSC,GNB1L,54584,0,3,502,0.6,cBioPortal,--,--,true
KIRC,WDFY3,23001,0,9,356,2.53,cBioPortal,--,--,true
LGG,KATNB1,10300,0,1,509,0.2,cBioPortal,--,--,true
LIHC,DCAF8L1,139425,0,2,358,0.56,cBioPortal,--,--,true
LUAD,WDR3,10885,0,8,561,1.43,cBioPortal,--,--,true
LUSC,FBXW5,54461,0,4,469,0.85,cBioPortal,--,--,true
SKCM,TLE4,7091,0,26,440,5.91,cBioPortal,false,false,true
OV,RPTOR,57521,0,4,409,0.98,cBioPortal,true,false,true
PAAD,BRCA2,675,0,2,174,1.15,cBioPortal,false,true,false
PRAD,SCAP,22937,0,3,491,0.61,cBioPortal,--,--,true
SARC,WIPI2,26100,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDR26,80232,0,23,515,4.47,cBioPortal,--,--,true
STAD,PWP1,11137,0,6,435,1.38,cBioPortal,--,--,true
THCA,AAAS,8086,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR64,128025,0,10,1009,0.99,cBioPortal,--,--,true
BLCA,TAF5L,27097,0,3,409,0.73,cBioPortal,--,--,true
ESCA,PPP2R2D,55844,0,1,182,0.55,cBioPortal,--,--,true
CESC,HPS5,11234,0,6,281,2.14,cBioPortal,--,--,true
CESC,RBBP4,5928,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR43,23160,0,6,528,1.14,cBioPortal,--,--,true
KIRP,EML4,27436,0,2,274,0.73,cBioPortal,false,false,true
GBM,FBXW11,23291,0,5,393,1.27,cBioPortal,--,--,true
HNSC,GTF3C2,2976,0,2,502,0.4,cBioPortal,--,--,true
KIRC,THOC3,84321,0,1,356,0.28,cBioPortal,--,--,true
LGG,RFWD3,55159,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WRAP73,49856,0,1,358,0.28,cBioPortal,--,--,true
LUAD,AMBRA1,55626,0,8,561,1.43,cBioPortal,--,--,true
LUSC,DCAF4L1,285429,0,3,469,0.64,cBioPortal,--,--,true
SKCM,TSSC1,0,0,8,440,1.82,cBioPortal,--,--,true
OV,SH2D2A,9047,0,4,409,0.98,cBioPortal,--,--,true
PAAD,KIF21A,55605,0,2,174,1.15,cBioPortal,--,--,true
PRAD,SPAG16,79582,0,3,491,0.61,cBioPortal,--,--,true
SARC,LYST,1130,0,3,234,1.28,cBioPortal,--,--,true
UCEC,RWDD3,25950,0,16,515,3.11,cBioPortal,--,--,true
STAD,WDR24,84219,0,8,435,1.84,cBioPortal,--,--,true
THCA,DCAF12L2,340578,0,3,484,0.62,cBioPortal,--,--,true
BRCA,LYST,1130,0,30,1009,2.97,cBioPortal,--,--,true
BLCA,STXBP5L,9515,0,12,409,2.93,cBioPortal,--,--,true
ESCA,POC1B,282809,0,2,182,1.1,cBioPortal,--,--,true
CESC,WDR11,55717,0,2,281,0.71,cBioPortal,--,--,true
CESC,DCAF4L1,285429,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,EIF2S1,1965,0,2,528,0.38,cBioPortal,--,--,true
KIRP,WDR36,134430,0,1,274,0.36,cBioPortal,--,--,true
GBM,DCAF4L1,285429,0,3,393,0.76,cBioPortal,--,--,true
HNSC,CIAO1,9391,0,2,502,0.4,cBioPortal,--,--,true
KIRC,WDR19,57728,0,2,356,0.56,cBioPortal,--,--,true
LGG,CDH1,999,0,3,509,0.59,cBioPortal,false,true,true
LIHC,KIF21A,55605,0,5,358,1.4,cBioPortal,--,--,true
LUAD,WDR87,83889,0,2,561,0.36,cBioPortal,--,--,true
LUSC,KIF21A,55605,0,24,469,5.12,cBioPortal,--,--,true
SKCM,RWDD3,25950,0,5,440,1.14,cBioPortal,--,--,true
OV,WDR63,0,0,4,409,0.98,cBioPortal,--,--,true
PAAD,DCAF8,50717,0,2,174,1.15,cBioPortal,--,--,true
PRAD,POC1B,282809,0,3,491,0.61,cBioPortal,--,--,true
SARC,FBXW5,54461,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDTC1,23038,0,27,515,5.24,cBioPortal,--,--,true
STAD,DCAF4,26094,0,9,435,2.07,cBioPortal,--,--,true
THCA,ATG16L1,55054,0,1,484,0.21,cBioPortal,--,--,true
BRCA,PAFAH1B1,5048,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,LRBA,987,0,24,409,5.87,cBioPortal,--,--,true
ESCA,PPP2R2A,5520,0,1,182,0.55,cBioPortal,false,true,true
CESC,BUB3,9184,0,1,281,0.36,cBioPortal,--,--,true
CESC,NUP37,79023,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR47,22911,0,13,528,2.46,cBioPortal,--,--,true
KIRP,LYST,1130,0,4,274,1.46,cBioPortal,--,--,true
GBM,SRFBP1,153443,0,1,393,0.25,cBioPortal,--,--,true
HNSC,SPAG16,79582,0,5,502,1,cBioPortal,--,--,true
KIRC,DCAF8L2,347442,0,2,356,0.56,cBioPortal,--,--,true
LGG,CIRH1A,0,0,2,509,0.39,cBioPortal,--,--,true
LIHC,RBBP5,5929,0,2,358,0.56,cBioPortal,--,--,true
LUAD,DCAF12,25853,0,5,561,0.89,cBioPortal,--,--,true
LUSC,SH2D2A,9047,0,3,469,0.64,cBioPortal,--,--,true
SKCM,TNFSF13B,10673,0,8,440,1.82,cBioPortal,--,--,true
OV,DMXL1,1657,0,9,409,2.2,cBioPortal,--,--,true
PAAD,DCAF8L2,347442,0,2,174,1.15,cBioPortal,--,--,true
PRAD,UTP18,51096,0,1,491,0.2,cBioPortal,--,--,true
SARC,TLE1,7088,0,2,234,0.85,cBioPortal,false,false,true
UCEC,WDR65,0,0,26,515,5.05,cBioPortal,--,--,true
STAD,TRAF7,84231,0,12,435,2.76,cBioPortal,false,false,true
THCA,WDR27,253769,0,1,484,0.21,cBioPortal,--,--,true
BRCA,RWDD1,51389,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,RFWD3,55159,0,8,409,1.96,cBioPortal,--,--,true
ESCA,PPP2R2B,5521,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDFY4,57705,0,17,281,6.05,cBioPortal,--,--,true
CESC,EML1,2009,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,SH2D2A,9047,0,4,528,0.76,cBioPortal,--,--,true
KIRP,RAE1,8480,0,1,274,0.36,cBioPortal,--,--,true
GBM,PPP2R2B,5521,0,1,393,0.25,cBioPortal,--,--,true
HNSC,NSMAF,8439,0,7,502,1.39,cBioPortal,--,--,true
KIRC,C18orf8,0,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR90,197335,0,2,509,0.39,cBioPortal,false,false,true
LIHC,WDR65,0,0,1,358,0.28,cBioPortal,--,--,true
LUAD,HPS5,11234,0,10,561,1.78,cBioPortal,--,--,true
LUSC,WDR44,54521,0,8,469,1.71,cBioPortal,--,--,true
SKCM,TRAF7,84231,0,14,440,3.18,cBioPortal,false,false,true
OV,EML4,27436,0,4,409,0.98,cBioPortal,false,false,true
PAAD,STXBP5,134957,0,2,174,1.15,cBioPortal,--,--,true
PRAD,RWDD2A,112611,0,1,491,0.2,cBioPortal,--,--,true
SARC,WDR3,10885,0,1,234,0.43,cBioPortal,--,--,true
UCEC,CDC20,991,0,12,515,2.33,cBioPortal,--,--,true
STAD,KATNB1,10300,0,11,435,2.53,cBioPortal,--,--,true
THCA,WDR96,0,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR70,55100,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,WDR6,11180,0,13,409,3.18,cBioPortal,--,--,true
ESCA,RBBP4,5928,0,2,182,1.1,cBioPortal,--,--,true
CESC,WDR74,54663,0,2,281,0.71,cBioPortal,--,--,true
CESC,CDRT1,374286,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,PAK1IP1,55003,0,4,528,0.76,cBioPortal,--,--,true
KIRP,DCAF8L1,139425,0,1,274,0.36,cBioPortal,--,--,true
GBM,AHI1,54806,0,2,393,0.51,cBioPortal,--,--,true
HNSC,FBXW11,23291,0,3,502,0.6,cBioPortal,--,--,true
KIRC,WDR72,256764,0,4,356,1.12,cBioPortal,--,--,true
LGG,WSB1,26118,0,2,509,0.39,cBioPortal,--,--,true
LIHC,GEMIN5,25929,0,5,358,1.4,cBioPortal,--,--,true
LUAD,DCAF7,10238,0,2,561,0.36,cBioPortal,--,--,true
LUSC,WDR72,256764,0,30,469,6.4,cBioPortal,--,--,true
SKCM,WDFY1,57590,0,5,440,1.14,cBioPortal,--,--,true
OV,EDC4,23644,0,6,409,1.47,cBioPortal,--,--,true
PAAD,TBL3,10607,0,1,174,0.57,cBioPortal,--,--,true
PRAD,DAW1,164781,0,2,491,0.41,cBioPortal,--,--,true
SARC,WDR55,54853,0,1,234,0.43,cBioPortal,--,--,true
UCEC,PWP2,5822,0,28,515,5.44,cBioPortal,--,--,true
STAD,NBEAL1,65065,0,12,435,2.76,cBioPortal,--,--,true
THCA,TLE1,7088,0,1,484,0.21,cBioPortal,false,false,true
BRCA,WDR6,11180,0,13,1009,1.29,cBioPortal,--,--,true
BLCA,WDR17,116966,0,17,409,4.16,cBioPortal,--,--,true
ESCA,PPWD1,23398,0,2,182,1.1,cBioPortal,--,--,true
CESC,PRPF19,27339,0,4,281,1.42,cBioPortal,--,--,true
CESC,DAW1,164781,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,FBXW12,285231,0,9,528,1.7,cBioPortal,--,--,true
KIRP,WDR92,0,0,1,274,0.36,cBioPortal,--,--,true
GBM,GNB2L1,0,0,2,393,0.51,cBioPortal,--,--,true
HNSC,RBBP4,5928,0,2,502,0.4,cBioPortal,--,--,true
KIRC,DCAF4L1,285429,0,1,356,0.28,cBioPortal,--,--,true
LGG,CDRT1,374286,0,3,509,0.59,cBioPortal,--,--,true
LIHC,PIK3R4,30849,0,3,358,0.84,cBioPortal,--,--,true
LUAD,BRWD3,254065,0,41,561,7.31,cBioPortal,--,--,true
LUSC,CDH1,999,0,9,469,1.92,cBioPortal,false,true,true
SKCM,UTP15,84135,0,9,440,2.05,cBioPortal,--,--,true
OV,WDR11,55717,0,5,409,1.22,cBioPortal,--,--,true
PAAD,WDR63,0,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR11,55717,0,2,491,0.41,cBioPortal,--,--,true
SARC,CDC20,991,0,1,234,0.43,cBioPortal,--,--,true
UCEC,CSTF1,1477,0,21,515,4.08,cBioPortal,--,--,true
STAD,SNRNP40,9410,0,2,435,0.46,cBioPortal,--,--,true
THCA,FBXW8,26259,0,2,484,0.41,cBioPortal,--,--,true
BRCA,PWP2,5822,0,6,1009,0.59,cBioPortal,--,--,true
BLCA,SMU1,55234,0,6,409,1.47,cBioPortal,--,--,true
ESCA,PRPF4,9128,0,1,182,0.55,cBioPortal,--,--,true
CESC,DDB1,1642,0,5,281,1.78,cBioPortal,--,--,true
CESC,WDR12,55759,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,RWDD4,201965,0,1,528,0.19,cBioPortal,--,--,true
KIRP,WDR6,11180,0,1,274,0.36,cBioPortal,--,--,true
GBM,ERCC8,1161,0,1,393,0.25,cBioPortal,--,--,true
HNSC,EIF2S1,1965,0,3,502,0.6,cBioPortal,--,--,true
KIRC,PAAF1,80227,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDR81,124997,0,5,509,0.98,cBioPortal,--,--,true
LIHC,ZNF474,133923,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDFY4,57705,0,1,561,0.18,cBioPortal,--,--,true
LUSC,WDPCP,51057,0,14,469,2.99,cBioPortal,--,--,true
SKCM,UTP18,51096,0,5,440,1.14,cBioPortal,--,--,true
OV,PALB2,79728,0,5,409,1.22,cBioPortal,false,true,true
PAAD,SHKBP1,92799,0,1,174,0.57,cBioPortal,--,--,true
PRAD,NWD1,284434,0,4,491,0.81,cBioPortal,--,--,true
SARC,WDR78,0,0,1,234,0.43,cBioPortal,--,--,true
UCEC,RAE1,8480,0,35,515,6.8,cBioPortal,--,--,true
STAD,WRAP73,49856,0,5,435,1.15,cBioPortal,--,--,true
THCA,CORO6,84940,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR52,0,0,18,1009,1.78,cBioPortal,--,--,true
BLCA,KIF21B,23046,0,17,409,4.16,cBioPortal,--,--,true
ESCA,PWP1,11137,0,2,182,1.1,cBioPortal,--,--,true
CESC,EML3,256364,0,3,281,1.07,cBioPortal,--,--,true
CESC,FBXW12,285231,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,UTP15,84135,0,6,528,1.14,cBioPortal,--,--,true
KIRP,WDR27,253769,0,2,274,0.73,cBioPortal,--,--,true
GBM,WDR41,55255,0,2,393,0.51,cBioPortal,--,--,true
HNSC,PLRG1,5356,0,4,502,0.8,cBioPortal,--,--,true
KIRC,STRN3,29966,0,4,356,1.12,cBioPortal,--,--,true
LGG,FBXW10,10517,0,2,509,0.39,cBioPortal,--,--,true
LIHC,IMPACT,55364,0,2,358,0.56,cBioPortal,--,--,true
LUAD,NWD1,284434,0,13,561,2.32,cBioPortal,--,--,true
LUSC,DMXL2,23312,0,24,469,5.12,cBioPortal,--,--,true
SKCM,VPRBP,0,0,19,440,4.32,cBioPortal,--,--,true
OV,THOC6,79228,0,3,409,0.73,cBioPortal,--,--,true
PAAD,C2orf44,0,0,2,174,1.15,cBioPortal,--,--,true
PRAD,NUP37,79023,0,1,491,0.2,cBioPortal,--,--,true
SARC,SCAP,22937,0,3,234,1.28,cBioPortal,--,--,true
UCEC,RWDD2B,10069,0,15,515,2.91,cBioPortal,--,--,true
STAD,WDR78,0,0,13,435,2.99,cBioPortal,--,--,true
THCA,KCTD3,51133,0,1,484,0.21,cBioPortal,--,--,true
BRCA,TBL1XR1,79718,0,11,1009,1.09,cBioPortal,true,false,true
BLCA,DNAI1,27019,0,5,409,1.22,cBioPortal,--,--,true
ESCA,CDRT1,374286,0,1,182,0.55,cBioPortal,--,--,true
CESC,PWP1,11137,0,2,281,0.71,cBioPortal,--,--,true
CESC,C2orf44,0,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,CARD16,114769,0,2,528,0.38,cBioPortal,--,--,true
KIRP,WDR34,0,0,1,274,0.36,cBioPortal,--,--,true
GBM,PHIP,55023,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR5B,54554,0,3,502,0.6,cBioPortal,--,--,true
